Id,Label,Text
326,positive,"Ngga cukup pemerintah atau tenaga kesehatan yg berusaha memerangi COVID-19.
Indonesia butuh warga-warganya untuk ikut bekerja sama :( terutama untuk tidak selalu mendahulukan egonya.

Jadi kangen @BTS_twt
[Iya ngga ada hubungannya, iya]"
327,positive,"Ngelus dada ya Allah
""Welcome to Indonesia""
Jika pengen tau kebobrokan isinya.. https://youtu.be/yX1rIKgdnNkÂ 
Jangan hanya tau menyudutkan pemerintah,  tapi gimana caranya semua kalangan bekerjasama untuk membebaskan bangsa ini dari krisis Covid-19 ini
Stay safe guys.."
328,positive,ngebuka pikiran juga sih ke aku yg kemarin-kemarin ngeliat atau hanya baca berita dampak ga di lockdown nya di indo. ternyata bener juga kalo dilockdown lebih parah blm di lockdown aja td udah denger kabar bbrp perusahaan swasta bulan depan ga ngegaji karyawannya. wtf:')) https://twitter.com/queensky021/status/1238687340253433858Â â€¦
329,positive,"Negara2 maju spt Inggris, Jepang, Francis, Jerman, USA, China jeblok ekonomi nya. Ekonomi Indonesia yang bukan negara maju sudah pasti hancur. Tugas kita bersatu padu membantu pemerintah agar scepat mungkin keluar dari krisis pandemi covid-19. 
#dirumahsaja"
330,positive,"Negara lain dalam menghadapi pendemi Covid 19 saling membantu melupakan permusuhan politik dan mendukung pemerintah dalam penanganan kasus ini. Di Indonesia lain cerita semua dipolitisi, hoax bertebaran demi menjatuhkan pemerintah. Luar biasa negeri ini."
331,positive,Salut kpd pemerintah Indonesia yang responsive terhadap kondisi dan keadaan terikini terkait covid 19 #InsyaAllahAdaJalanpic.twitter.com/Tau1BAaana
332,positive,"Negara Adidaya spt USA sdh Kewalahan menangani  Covid-19.
Di Inggris & Prancis Para Medik memakai Kantong Kresek yg dipungut dr Tmpt Sampah sbg APD.
Di Negeri ini Indonesia,Pecundang Politik spt @msaid_didu ,@musniumar, @hnurwahid #FadliZon msh terus menghujat Pemerintah. Biadab! pic.twitter.com/TUNL9DpwV0"
333,positive,"Nanti kalau kena dibilang pemerintah lah yg salah, informasi sudah bnyak di media mengenai bahaya COVID-19 ini. Emang dasar nya masyarakat indonesia itu umum nya keras kepala. Nanti maksa2 LOCKDOWN. Yakin kita siap ?"
334,positive,"Namanya yg terkena dampak corona itu, bkn cm dia org skit kena wabah corona, mrk yg dirmhkan, di phk, toko tutup g blh dagang sbb lockdown.. itu yg wjib dpt bantuan. Lo 2 enak full dibyr pemerintah yg swasta gmn?"
335,positive,"nah, dampak dari lockdown dan juga stock sembako, kalau masalah dana kita bisa kesampingkan. DAK juga udh di alihkan, dan masih ada APBN sumbar 2020 34T itu yg bisa di alokasikan. inflasi adalah hal berat setuju pak. ibu sri mulyani juga ga sebodoh itu "
336,positive,"Nah nah nah setelah India sekarang Italia warganya mulai menjerit krn dampak lockdown,syukur pemerintah kita konsisten tdk akan melakukan lockdown meskipun beberapa org teriak2 menyuruh pemerintah melakukan lockdown,"
337,positive,nah maka dari itu pak jokowi berpikir berapa puluh kali dampak dari lockdown bakal seperti apa.
338,positive,"Nah iya mas point utamanya memang pengen menyuarakan itu mas. Dampak corona sudah berat, kalau ditambah lockdown beneran yo minta tolong lah pemangku kebijakannya juga memikirkan urusan logistik Dan ekonominya. Saya sepakat mas masalah pembatasan untuk mengurangi penyebaran.."
339,positive,"nah ini, yang lain pada kekeuh dan egois pengen lockdown tp belum tau dampak nya gimana dan kerugianny apa, klo mau cepet selesai seharus ny dilawan, jaga kesehatan jangan malah buat ht yg kgk jls, ayo lawan, jan lupa jaga kesehatan dan doa sama Tuhan supaya semua baik baik aja.."
340,positive,"NAH INI, BENCI BANGET SAMA ORANG YANG SELALU NYALAHIN PEMERINTAH BUAT LOCKDOWN INDONESIA. NTAR UDAH DILOCKDOWN TERUS KEJADIAN KAYAK STOK BARANG ABIS NGEDUMEL LAGI NYALAHIN PEMERINTAH. RATA RATA IDIOT EMANG TUH ORANG ORANG. GAK MIKIRIN DAMPAK CUMA MAU NYERANG PEMERINTAH"
341,positive,"My president @jokowi I sincerely pray for you to #StaySafe #StayFit and always GET Wisdom from God to handle, to do #rapidtest of #COVID19indonesia #Covid_19 #CoronavirusPandemic di #Indonesia bersama dengan seluruh jajaran pemerintah dari pusat sampai daerah.
#GodBlessYou"
342,positive,"My fellow indonesian. Are you kidding me right now?
This is the kind of #SocialDistancing in indonesia. I don't get it.
We were given chance to take care of our healthy and do self-quarantine to avoid the covid-19.
Kadang mikir kok orang2 suka nyalahin pemerintah but gk ngaca pic.twitter.com/IcQFABB848"
343,positive,Mungkin pak jokowi khawatir klo di lock down terjadi dampak negatif kaya penjarahan dan kriminalitas soalnya masyarakat kita belom setertib orang italia atau di cina sono
344,positive,"Mulai ngerti kenapa Pak Jokowi ga lockdown. Dampak lockdown bisa jauh lebih parah karena urusannya sama ekonomi masyarakat. Penjelasannya dr.Tirta bagus banget sih.
https://youtu.be/yhHX27o4kMAÂ "
345,positive,Mon maap nih masalah LockDown ini bukan masalah ketegasan atau keberanian jiwa pemimpin.  Tapi dampak kedepan nya.  Pabila pemerintah pusat memutuskan LockDown Indonesia.  Pasti seluruh warga berebutan bahan makanan.  Dan yg miskin makin menderita gk dapet jatah makanan.
346,positive,Mon maap nih masalah LockDown ini bukan masalah ketegasan atau keberanian jiwa pemimpin.  Tapi dampak kedepan nya.  Pabila pemerintah pusat memutuskan LockDown Indonesia.  Pasti seluruh warga berebutan bahan makanan.  Dan yg miskin makin menderita gk dapet jatah makanan.
347,positive,"Mngkn P.jkw udah mempertimbngkn berbagai dampak dr lockdown
Terutama utk masyarakat kecil, kalangan atas jgn egois minta lockdown"" 
Keadaan darurat di dpn mata bagi rakyat kecil adlh ekonomi, msh bingung bsk makan apa. Makany turuti aja peraturan semua pasti sudah dipertimbangkan"
348,positive,"Mk nya meng lockdown itu hrs dgn pertimbangan yg matang.
Krn besar jg dampak nya.
Pemerintah hati2 memutuskan nya,bukan lelet spt tuduhan mrk."
349,positive,"Minta Indonesia untuk di lockdown tapi buat videonya di luar hadeh,  sudahlah bukan waktunya saling memecah belah masyarakat lagi, waktunya bersama sama melawan covid-19, tanpa pemerintah lockdown Indonesia keseluruhan, pemerintah sudah menjalankan lockdown secara kecil kecilan"
350,positive,"Mhn jelaskan kpd orang2 lain, spy semua patuh, pemerintah terbantu untuk stop penularan Covid-19, jika tidak, maka 14 hari libur itu percuma, 14 thn pun tak bs stop penularan.
Semoga Indonesia kuat.
Keep Pray
Keep Calm
Stay Safe @tribuntimur
@SupirPete2 #pencegahanviruscorona"
351,positive,"Meski dpt desakan Pak @Jokowi tdk frontal menerapkan Lock Down. Berhitung dgn cermat dampak ekonomi & sosialnya meski diejek sbg ""pemimpin tdk tegas"". Kasus India bs jd pelajaran bgmn Lock Down jd bumerang.
https://reut.rs/2wB3t2AÂ "
352,positive,Meski banyak yg belum baik tapi aku ttp suport pemerintah untuk menyelesaikan kasus covid 19 ini !! Yok semangat yo indonesia sehat yokkk
353,positive,"Merinding melihat keoptimisan pasien yang berjibaku melawan Covid-19. Alhamdulillah masih ada asa untuk menghilangkan virus ini dari Indonesia. Doa dari para Ustadz/Ustadzah, masyarakat, dan pemerintah untuk kesembuhan Indonesia. #CoronaBisaDisembuhkan"
354,positive,Mereka gak berpikir kalao totally lockdown Indonesia negara kepulauan yg semuanya banyak bergantung dari Jawa. Apa yang diputuskan pemerintah itulah yang terbaik bagi rakyat-nya dan jangan terpengaruh oleh koar2 ahli dadakan. Semoga COVID-19 segera berlalu... Badai pasti berlalu.
355,positive,"Menyalahkan pemimpin kami atas nama pandemi. Teriak lockdown tanpa memikirkan dampak yang akan terjadi, egois ya ?"
356,positive,"Menurutku ini udah keputsan paling tepat buat negara yang bergantung sama investasi dimana kalo bener2 di lockdown mungkin dampak ekonominya gede buat kita dan negara kepulauan yg dimana pulau jawa punya peran penting di perekonomian, ya pasti pertimbanganya banyak."
357,positive,"Menurutku ini udah keputsan paling tepat buat negara yang bergantung sama investasi dimana kalo bener2 di lockdown mungkin dampak ekonominya gede buat kita dan negara kepulauan yg dimana pulau jawa punya peran penting di perekonomian, ya pasti pertimbanganya banyak."
358,positive,"Menurut saya sudah tepat, Karena jika pemerintah RI mengadak lockdown pada masyarakat Indonesia,maka akan menimbulkan dampak  yang tidak baik,salah satunya perekonomian masyarakat terancam, dan juga Negara Indonesia tidak bisa disamakan dengan negara lain"
359,positive,Menurut saya Pemerintah sdh menjalankan dgn benar media asing tidak tahu kondisi indonesia kita yg tahu jadi jgn saling menyalahkan tapi saatnya bersatu dan berdoa bersama menurut kepercayaan masing2 utk bangsa Indonesia spy secepatnya bisa melewati penyebaran virus covid 19 ini
360,positive,"Menjaga dan memelihara kesehatan dan kebersihan adlh upaya membantu pemerintah dlm tanggulangi Covid-19, smg Rakyat Indonesia sehat"
361,positive,"Menikmati Udara & Sinar Mentari Pagi, Sebelum Ibadah Jumat Agung di Rumah.

Mari taat kpd arahan pemerintah, utk selalu melaksanakan Social & Physical Distancing serta Pakai Masker di Tempat Umum; Agar CoVID-19 segera Sirna.

#Social_Distancing #physicaldistance #Indonesia pic.twitter.com/86ZnCuFkDq"
362,positive,"Mengkritisi itu boleh, bgt. Tapi pasti tenaga medis & pemerintah jg lg berjuang banget sekarang. Daripada cuap2 soal pemerintah dan RS yang belum siap nanganin COVID-19 di Indonesia, the least we can do untuk support mereka salah satunya lewat donasi. Udh donasi blm hari ini?"
363,positive,"Mengapresiasi pemerintah mbuat rumah sakit khusus corona dlm wkt singkat, smg trs terbenahi dn membaik keadaan Indonesia dr wabah Covid-19. pic.twitter.com/T55TGDVfAX"
364,positive,"Meneruskan informasi dari Bursa Efek Indonesia

Sesuai arahan OJK dan pemendekan jam operasional BI-RTGS, serta mendukung kebijakan Pemerintah Republik Indonesia terkait Work From Home, sebagai upaya meminimalisasi penyebaran pandemi Covid-19 pic.twitter.com/zQ6eeF3vMA"
365,positive,"Mendukung pemerintah dalam semakin memperkuat sektor pertanian di masa wabah COVID-19 ini, mari bersama kita pastikan kemanan, kesehatan dan keselamatan petani kita, pahlawan pangan Indonesia.

#LawanCorona #COVID19 #pahlawanpangan #ketahananpanganpic.twitter.com/mPFtEKMQ2p"
366,positive,"Mendukung anjuran pemerintah untuk mencegah penyebaran Covid-19 ada baiknya juga kita mulai untuk melakukan ibadah di rumah bersama keluarga dan kerabat terdekat.

Jaga kesehatan ya sahabat CepatLaku! Mari berdoa untuk Indonesia 
#ibadahdirumah #covid19 #cepatlaku #VirusCoronapic.twitter.com/pPhfcokCSY"
367,positive,Menanggapi wabah pandemi Covid-19 yang terjadi di negeri ini. Saya Luthfi Haekal Munawar siap melaksanakan himbauan pemerintah Republik Indonesia untuk tetap #dirumahaja sebagai bentuk upaya memutus rantai penularanâ€¦ https://www.instagram.com/p/B-O63ezDqpl/?igshid=1xuere82c7o6xÂ â€¦
368,positive,"Menanggapi perkembangan pandemik COVID-19 di Indonesia.

Kami turut membantu upaya Pemerintah dengan menghimbau teman-teman untuk trading #dirumahaja sebagai upaya preventif mencegah tersebar luasnya Covid-19. pic.twitter.com/hME1nlPIbD"
369,positive,Melakukan apapun. Jangan terlalu takut yg penting kita harus waspada.sebagai army Indonesia kita harus melawan COVID 19 ini dan jangan terlalu gegabah dan saya sangat bersyukur bahwa pemerintah bertindak secara cepat dan saya ada mendengar bahwa pemerintah sudah menemukan vaksin
370,positive,"Maunya Anies ya dilockdown, krn dampak ke warga jakarta tdk terlalu dihiraukan, liat aja banjir, selowww. Seandainya jakarta lockdown, ekonomi makro akan berimbas besar. Yg buruk diluhat pasti presidennya. Lihat aja Wuhan, knp Beijing steril?'padahal masih area RRC."
371,positive,"Mau sedikit cerita ni. menanggapi kasus covid 19(korona) yg sudah menjadi pandemik di dunia dan khususnya di indonesia, pemerintah pastinya sedang berusaha melakukan pencegahan dan penanganannya"
372,positive,Mau rt ini beribu kali. Setuju aku sama kakak. Kita emang harus bener2 pikirin dampak dari lockdown itu. Jangan sampe udah koar2 minta lockdown tapi pas udah kena dampaknya malah marah2 balik lagi nyalahin pemerintah.
373,positive,Mau dibantu atau dibeli yang terpenting pemerintah RI telah berjuang untuk menyediakan perlengkapan alat kesehatan bagi para medis demi pencegahan dan penanganan wabah Covid-19 yang optimal. Terima kasih.
374,positive,"Masyarakat Indonesia itu literasi rendah, kalau dibilangin ngeyel dengan berdasarkan ""Jarene/Katanya"". 
Dan sok-sokan meremehkan. Kalau sudah meledak di puncak covid-19 cepet-cepet deh salahin pemerintah.

Semoga segera selesai wabah ini. Dan Indonesia segera bangkit.aamiin."
375,positive,"Masyarakat Indonesia berharap tak ada lagi polemik tentang penanganan COVID-19 , Marilah bersama sebagai bangsa berhati besar kita bersatu membantu Pemerintah menyetop serangan COVID-19 di Indonesia. Caranya : mulai dari mematuhi anjuran s/d memberi bantuan secara finansial."
376,positive,"Masyarakat harus sangat aktif berpartisipasi dengan himbauan pemerintah ya. Tetap dirumah saja, tolong. COVID-19 bisa teratasi kalau kita berkerjasama. Jangan sampai ada korban corona lagi di Indonesia. Semoga pandemi ini segera berlalu"
377,positive,"Masihkah kita mencaci - maki kesigapan dan kebijakan pemerintah Indonesia dalam menangani covid-19 Mulai dari setingkat kelurahan sampai ketingkat pusat , indonesia sudah siap brow... @ Jimbaran Blater Ungaran https://www.instagram.com/p/B9-T5FFgd8r/?igshid=pus8ffrefy9Â â€¦"
378,positive,"Masihkah kita mencaci - maki kesigapan dan kebijakan pemerintah Indonesia dalam menangani covid-19 Mulai dari setingkat kelurahan sampai ketingkat pusat , indonesia sudah siap brow... @ Jimbaran Blater Ungaran https://www.instagram.com/p/B9-T5FFgd8r/?igshid=pus8ffrefy9Â â€¦"
379,positive,"Masih percaya pemerintah berusaha yang terbaik untuk melawan wabah Covid-19 ..... 
Bismillah Indonesia pasti mampu melewati badai besar ini "
380,positive,"Masi aja ya cari cari jeleknya kerja pemerintah disituasi kaya gini, pdhl kelen juga prnh bikin jokes kalau indonesia ini kebal corona trs sekarang ada yg posituf covid-19 dan naiknya drastis ditambah yg meninggal sama yang sembuh lebih banyak yang meninggal"
381,positive,Marilah kita senantiasa mensyukuri nikmat hidup di Indonesia dgn UUD dan Pancasila. Satukan tangan dan hati kita melawan Covid-19 dgn ikuti anjuran Pemerintah.  https://twitter.com/PretiWn/status/1248076347257184258Â â€¦
382,positive,"Marilah Jaga Kesehatan.

Atur pernafasan dan banyak ibadah serta ikuti aturan pemerintah. Sebab kita tdk tau, kapan, bagaimana dan dimana kita meninggal.
Mari kita ciptakan Indonesia Bebas CoVID-19."
383,positive,"Marilah bersama-sama ikuti dan taati himbauan kepolisian dan pemerintah. Demi kita, demi keluarga kita, demi bangsa Indonesia #Covid_19 #LawanCovid19 #polricegahcovidpic.twitter.com/tuF4XhExR5"
384,positive,"Mari saling memberi solusi kepada pemerintah utk mengantisipasi virus covid 19

Bukan saling menggueurui bukan saling mencari muka

Bukan saling pencitraan karna Indonesia adalah Negara ini Negara yg kita cintai..."
385,positive,"Mari rakyat indonesia kita bersatu untuk melawan covid-19 dengan arahan dari pemerintah, abaikan mreka yang mencampurkan kemanusian dengan kepentingan politiknya.

#bersatuatasnamakemanusian"
386,positive,"Mari kita semua berdoa, semoga virus Covid-19 ini segera bisa diatasi, bukan hanya oleh pemerintah, tapi oleh kita semua #SocialDistance, bukan karena mau pilkada, tetapi demi kepentingan seluruh masyarakat Indonesia mewujudkan kehidupan yang sehat, sejahtera, tenteram dan damai."
387,positive,"mari kita saling menjaga, mengingatkan dan menjalakan himbauan dari pemerintah demi kesehatan seluruh warga indonesia dari infeksi virus corona (covid-19)
.
.
.
#pemdesjatiguwi #desajatiguwi #jatiguwimakmurâ€¦ https://www.instagram.com/p/B-PBp-bJ4vX/?igshid=fpbi8rdlhmyiÂ â€¦"
388,positive,"Mari kita lawan secara bersama,kita gak ingin bangsa yg besar ini kalah oleh karena virus ini..Abaikan yg manfaatin hal ini utk yg gak jelas.Pemerintah melalui Ketua @BNPB_Indonesia adalah acuan setiap informasi ttg covid-19  #IndonesialawanCovid19https://twitter.com/Metro_TV/status/1241006549415235585Â â€¦"
389,positive,Mari kita ikuti anjuran pemerintah untuk berdiam di rumah dan tidak berkumpul dalam jumlah banyak agar penanganan wabah Covid-19 di Indonesia agar cepat selesai. pic.twitter.com/fRwmtzL6kD
390,positive,"Mari kita dukung segala upaya Pemerintah dalam mengatasi pandemi covid-19 ini, agar kita bisa jadi pemenang demi Indonesia yg sejahtera dan maju"
391,positive,"Mari kita dukung pemerintah,. Untuk kepentingan rakyat Indonesia...

.
.
.
#NoMoreDreamsIsComing #Indonesia #COVID-19 #talkwithbright #SelasaSambatpic.twitter.com/XW5UUqXYf3"
392,positive,Mari kita dukung Pemerintah Indonesia dalam melawan Covid-19 #coronamusuhbersamapic.twitter.com/rSOpaJOKJT
393,positive,Mari kita dukung Pemerintah Indonesia dalam melawan Covid-19 #coronamusuhbersamapic.twitter.com/FxRgeAecJH
394,positive,"Mari kita bersatu menghadapi Covid-19
Saling Mendukung !!!
Saling Menjaga !!!
untuk Indonesia.... Kita ikuti himbauan Pemerintah untuk menjaga jarak, tetap dirumah, hindari keramaian, cuci tangan dengan sabun
Danâ€¦ https://www.instagram.com/p/B9-2cYnpxVG/?igshid=1tlszagz4niw5Â â€¦"
395,positive,"Mari kita bersatu hati & gerak utk melawan & mencegah penyebaran Covid-19. Kiranya Tuhan melindungi Indonesia & memberikan hikmat kpd Presiden @jokowi & aparat pemerintah utk bekerja memberantas wabah ini. Amin
#SAYABERSAMAPRESIDEN"
396,positive,"Mari kita bersatu hadapi wabah pandemi covid-19,bantu pemerintah dalam melindungi masyarakat.
Jangan berfikir tentang persaingan,politik atau pertentangan yg ada selama ini.
Kedepankan rasa kemanusiaan jangan biarkan rasa benci mengalahkannya.
Kita satu Indonesia.."
397,positive,Mari kita apresiasi semua pihak yg berusaha berkontribusi menyelamatkan bangsa ini dari #Covid_19 dan kesulitan ekonomi krn dampak #lockdown . I don't care politics at the moment. I care more about the safety of our people. #COVID19indonesia
398,positive,"Mari hargai perjuangan pemerintah di garis depan melawan Covid-19. Lihatlah, mereka berada di sana bukan sekadar iba atau pun taat pada sumpah Mereka di sana menyuarakan satu pesan penting bagi kita semua, bahwa ada harapan untuk Indonesia bebas Covid-19
#IndonesiaTanggapCoronapic.twitter.com/wYETD0aZor"
399,positive,Mari dukung Pemerintah dengan WFH dan jangan mudik untuk memutuskan mata rantai penyebaran virus covid-19. @jokowi @BNPB_Indonesia #selasa
400,positive,Mari bersama sama mencegah wabah Virus COVID-19 dengan menaati himbauan pemerintah Indonesia. https://www.instagram.com/p/B-0nw8OFJ7w/?igshid=vu3ydfpp7uaoÂ â€¦
401,positive,"Manusia2 yang sukanya bilang lockdown Indonesia kayak gitu, macem kurang baca. Lockdown itu gak semudah yang dipikir banyak persiapan, apalagi dampak yang ditimbulkan. Pemerintah juga gak bakal gegabah dng keputusan lockdown kalo liat rakyatnya  begini. Duh."
402,positive,"Mantap ..... 
Indonesia  pasti bisa melawan pendemi wabah Covid-19 
Pemerintah Kucurkan Rp405,1 Triliun untuk Atasi Covid-19 https://ekbis.sindonews.com/read/1574602/33/pemerintah-kucurkan-rp4051-triliun-untuk-atasi-covid-19-1585691144Â â€¦"
403,positive,"makin kesini permasalahan pandemi Covid 19 makin kompleks,panic buying yg bikin harga sanitasi kesehatan naik gila gilaan sampe tuntutan buat lockdown, dsini kita jga gbsa nyalahin pemerintah pusat sepenuhnya,pasti banyak yg dipikirin dampak kedepannya klo beneran ada lockdown"
404,negative,"Ya Allah... Korban semakin meningkat... Jika pemerintah  tidak tegas juga untuk mengeluarkan kebijakan lockdown. Maka 1/4 juta Penduduk RI Akan Meninggal karena Covid 19 kata para ahli. China aja mau lockdown jilid 2!!! Indonesia kpiye? Na'udzubillah
https://youtu.be/wxg2jdmQJtUÂ "
405,negative,"Sejak wabah COVID-19, komen koplak dari pemerintah biasanya cuma jadi cemoohan, tapi yang ini sudah KETERLALUAN! Selaku perwakilan Paguyuban Torrent Indonesia, saya menyatakan solidaritas pada Syarekat Streaming Nasional. Sudah saatnya kita MELAWAN! #JanganLupaSeedingNjing https://twitter.com/kumparan/status/1242067967128436738Â â€¦pic.twitter.com/14xI0GXsZW"
406,positive,pokoknyaa salut banget sama pemerintah Indonesia yang responsive terhadap kondisi dan keadaan terikini terkait covid 19 #InsyaAllahAdaJalan
407,positive,"Makanya mikir. Pemerintah melakukan lockdown untuk mereduksi penyebaran dan dampak angka kematian yg bisa saja jauh lebih tinggi dari saat ini. Bukannya karena kebijakan lockdown malah berdampak makin banyak yg mati.
Ketidakpedulian masyarakat akan dampak corona ini salahsatunya."
408,positive,Makanya beritanya dibaca dulu baik2 jgn lihat judul langsung komen tolol2in org ..justru anggota dewan tekankan ini dampak PSBB dan lbh ringan dr lockdown lalu dng dampak itu minta gubernur jgn buang badan paham sampai disini ?
409,positive,"Mainnya gak terlalu jauh dulu disaat pandemi covid 19, membantu pemerintah memutus jaringan covid 19 demi kesehatan keselamatan masyarakat Indonesia, cocok buat rehat melepas penat, menikmati kopi menikmati musik dan memandang indahnya alam saat malam hari dan siang pic.twitter.com/PXJEGEbOn5"
410,positive,"Maaf mas, thread ini untuk pembelajaran agar tidak sembarangan menangani Covid-19. Ini bener2 masalah darurat, dan dalam keadaan ini sama seperti indonesia. Pemerintah meliburkan untuk berdiam diri dirumah, belajar atau bekerja dirumah agar virus tidak tersebar lebih jauh. -c"
411,positive,"Lucu ya manusia, Kemaren isu tentang PD3 tanda kiamat langsung pada tobat. Terus udah gada isu, langsung berbuat maksiat. Covid-19 masuk Indonesia, panik tapi tetep ngelanggar arahan pemerintah,  Giliran keluarga saudara kerabatnya kena, baru matuhin arahan"
412,positive,lucu lagi pada minta lockdown. padahal pencegahan pun gak harus lockdown kota juga. tolong lihat gambaran besarnya please apa aja dampak dari lockdown sebuah kota. apalagi ibukota. lu mau negara tambah amburadul? ntar udah amburadul yang disalahin j0k0w1 lagi. hadehhh
413,positive,Luar biasa program pemerintah Republik Indonesia kepada pelanggan subsidi daya 450 VA sebanyak 24 juta pelanggan dan daya 900VA subsidi sebanyak 7 juta pelanggan disc 50% semoga membantu pelanggan tsb dalam menghadapi virus Covid-19... Buat @_pln_id luar biasa pelayanan 24 jamnya
414,positive,"Lu tau bisnis dan situasi ekonomi skrg gimana? Lu tau ga dampak lu nuntut pemerintah utk lockdown kaya apa?
Lu tau krisis ekonomi nanti dampaknya gimana? Kalau belum paham, jgn bacot. Tenang! Jgn overreact. Presiden lu, gubernur lu, mereka semua mikirin nasib lu semua."
415,positive,"Lu ada masalah apa sama Pemerintah Republik Indonesia, saaaattt!!!??? Sebegitu sakit hatinya kah kalah itu? Kalo lu ngerasa lebih hebat, satu hal aja dulu yg simple, jadi GARDA TERDEPAN di masalah covid 19 ini. Urus rumah tangga aja dulu yg bener, jgn jauh2 ke negara!"
416,positive,"Loh, angka ini kan karena Menteri Kesehatan & pemerintah kita tangkas dalam menangani COVID-19. Wajar bila angka kasus COVID-19 di Indonesia tidak tinggi  https://twitter.com/ainunnajib/status/1245945075806261249Â â€¦"
417,positive,"Loh hahaha Wuhan itu lockdownnya hampir satu bulan setelah virus ini pertama kali nyebar, lho. Ya wajar aja angka positifnya naik. Dan PSBB itu beda ya sama lockdown. PSBB masih ada aktifitas walau sedikit, dan dampak ekonominya gaakan terlalu besar karena masih ada transaksi (1)"
418,positive,"Loh hahaha Wuhan itu lockdownnya hampir satu bulan setelah virus ini pertama kali nyebar, lho. Ya wajar aja angka positifnya naik. Dan PSBB itu beda ya sama lockdown. PSBB masih ada aktifitas walau sedikit, dan dampak ekonominya gaakan terlalu besar karena masih ada transaksi (1)"
419,positive,"Loe mau ngomong apa jg gw sih tetap percaya pemerintah !!

Pemerintah Siagakan Tim Reaksi Cepat Pandemi COVID-19 yang Berjaga di 135 Pintu Gerbang Masuk ke Indonesia
#DukungJokowiBasmiCoronahttps://www.pikiran-rakyat.com/nasional/pr-01351191/pemerintah-siagakan-tim-reaksi-cepat-pandemi-covid-19-yang-berjaga-di-135-pintu-gerbang-masuk-ke-indonesiaÂ â€¦"
420,positive,"LOCKDOWN? cari tau dulu artinya sebelum ngomong, cari tau juga apa dampak +/- nya, pemerintah gak sembarangan menetapkan status itu tweeps. Indonesia gak bicara hari ini sampe 2 minggu kedepan, tapi selamanya. Karna hidup gak sebecanda itu!"
421,positive,"Lockdown, opsi terakhir.....
dukung dan bantu pemerintah memerangi Covid-19.... semoga pandemi ini cepat berlalu dan Indonesia bebas Corona."
422,positive,"Lockdown sepertinya akan jadi pilihan terakhir karena dampak negatifnya juga besar untuk negara
Masyarakat awam mungkin seharusnya ikuti dahulu anjuran pemerintah ( self-karantina)
Kalau pribadi sih yakin aja sama pemerintah yang lebih paham persoalan ini

Sehat untuk semuanya"
423,positive,"lockdown sama dgn kekacauan dan bahkan kerugian dan korban jiwa bisa lebih besar dari dampak covid 19, toh yg sembuh lebih dari 50%, kalau pun ada korban jiwa sdh waktunya populasi penduduk dikurangi secara ALAMI"
424,positive,"Lockdown ngga akan memberikan dampak positif utk COVID-19, tp sgt menguntungkan oposisi utk menyerang pemerintahan Jokowi..  Indonesia ngga perlu lockdown..."
425,positive,"Lockdown kewenangan pemerintah pusat,sebelm memutuskan lockdown pemerintah mengkaji lbh dlm dampak aspek ekonomi dan sosial.termasuk biaya hidup rakyat selama lockdown berlangsung apakah anggaran itu siap.pemerintah lbh rinci melihat semua sisi kehidupan rakyat."
426,positive,"Lockdown kewenangan pemerintah pusat,sebelm memutuskan lockdown pemerintah mengkaji lbh dlm dampak aspek ekonomi dan sosial.termasuk biaya hidup rakyat selama lockdown berlangsung apakah anggaran itu siap.pemerintah lbh rinci melihat semua sisi kehidupan rakyat."
427,positive,"Lockdown is a must, bagus, untuk kalian yang besok masih tenang akan ada makanan. Bagi kalian yang sektornya tidak terlalu kena dampak.

Saya(kami) tidak. Ini sangat mencekik."
428,positive,"lockdown ga segampang itu, kita bilang lockdown lockdown tp gatau dampak negatifnya apa jangan ngegampangin lah karna semuanya berhubungan kalo salah dikit bisa berakibat fatal dalam semua aspek"
429,positive,Lockdown engga semudah itu. Pemerintah pasti pusing banget mikirin lockdown. Dampak nya gede banget. Kalo buat org kaya2 mah enak Ada simpenan. Lah org ga punya kalo lockdown? Makan apaan. Mending sbg Warga Negara yg baik sadar diri lah harus physical distancing 
430,positive,Lockdown engga semudah itu. Pemerintah pasti pusing banget mikirin lockdown. Dampak nya gede banget. Kalo buat org kaya2 mah enak Ada simpenan. Lah org ga punya kalo lockdown? Makan apaan. Mending sbg Warga Negara yg baik sadar diri lah harus physical distancing 
431,positive,"lockdown butuh duit juga, indo sm sgp beda, mrka negara kaya dg jumlah penduduk dan area yg kecil lah indonesia? masyarakat bejibun daerah luas pemerintah pasti jg keberatan untuk meng-cover dampak lockdown keseluruhan nantinya. lockdown ga cuma2 tentang semua kegiatan ditiadakan"
432,positive,Lockdown bukan satu-satunya solusi. Masalahnya barisan sakit hati kalah pilpres selalu mencari kesalahan dan diframing oleh media. Padahal ada juga negara yang tidak menerapkan lockdown tapi berhasil mengurangi dampak Corona  https://www.kompas.com/tren/read/2020/04/18/200500165/melihat-cara-hong-kong-kendalikan-virus-corona-tanpa-lockdown-?utm_source=dlvr.it&utm_medium=facebookÂ â€¦
